DateTime,MODIS_filename,MODIS_SST,MODIS_pix,L8_filename,L8_SST,L8_pix,time_dif
2022-12-06 15:04:21,20221206142000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7745078692792589,6543,LC08_L1GT_003112_20221206_20221212_02_T2_150421_Cel.tif,-3.517009033937765,6543,0 days 00:44:21
2023-01-07 15:04:12,20230107150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.13539996514559735,590558,LC08_L1GT_003112_20230107_20230111_02_T2_150412_Cel.tif,-0.8695304796471447,590558,0 days 00:04:11
2023-01-23 15:04:09,20230123161000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.0099322851659879,572660,LC08_L1GT_003112_20230123_20230207_02_T2_150409_Cel.tif,-1.2288057874079037,572660,0 days 01:05:51
2023-03-12 15:03:46,20230312144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003112_20230312_20230321_02_T2_150346_Cel.tif,,0,0 days 00:23:45
2021-09-14 15:04:29,20210914142500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_003113_20210914_20210924_02_T2_150429_Cel.tif,,0,0 days 00:39:29
2021-09-30 15:04:33,20210930142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_003113_20210930_20211013_02_T2_150433_Cel.tif,,0,0 days 00:39:32
2021-11-17 15:04:31,20211117142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7377590849339282,24520,LC08_L1GT_003113_20211117_20211125_02_T2_150431_Cel.tif,-2.917501119912264,24520,0 days 00:39:30
2021-12-19 15:04:31,20211219142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003113_20211219_20211223_02_T2_150431_Cel.tif,,0,0 days 00:39:30
2022-01-04 15:04:26,20220104142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003113_20220104_20220113_02_T2_150426_Cel.tif,,0,0 days 00:39:25
2022-01-20 15:04:23,20220120142500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003113_20220120_20220127_02_T2_150423_Cel.tif,,0,0 days 00:39:23
2023-01-07 15:04:36,20230107150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.1625948823509195,70287,LC08_L1GT_003113_20230107_20230111_02_T2_150436_Cel.tif,-0.5076765383542485,70287,0 days 00:04:35
2023-01-23 15:04:33,20230123161000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.20596721963693015,63306,LC08_L1GT_003113_20230123_20230207_02_T2_150433_Cel.tif,-1.0035462606960537,63306,0 days 01:05:27
2023-03-12 15:04:10,20230312144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003113_20230312_20230321_02_T2_150410_Cel.tif,,0,0 days 00:24:09
2021-12-26 15:10:15,20211226143001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.7999822009915676,46250,LC08_L1GT_004112_20211226_20220105_02_T2_151015_Cel.tif,-3.1669253578728287,46250,0 days 00:40:14
2022-01-11 15:10:12,20220111143000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.6472059847448195,222097,LC08_L1GT_004112_20220111_20220122_02_T2_151012_Cel.tif,-2.9444874648431045,222097,0 days 00:40:12
2022-01-27 15:10:07,20220127143001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8708430213631744,193,LC08_L1GT_004112_20220127_20220204_02_T2_151007_Cel.tif,-3.395413560270681,193,0 days 00:40:06
2022-03-16 15:09:53,20220316143001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_004112_20220316_20220321_02_T2_150953_Cel.tif,,0,0 days 00:39:52
2022-11-11 15:10:34,20221111151001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_004112_20221111_20221121_02_T2_151034_Cel.tif,,0,0 days 00:00:33
2023-01-30 15:10:21,20230130142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9102496611751915,482273,LC08_L1GT_004112_20230130_20230208_02_T2_151021_Cel.tif,-2.0668411956427453,482273,0 days 00:45:20
2023-04-04 15:09:41,20230404154000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_004112_20230404_20230412_02_T2_150941_Cel.tif,,0,0 days 00:30:19
2021-09-28 15:16:30,20210928144000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20210928_20211013_02_T2_151630_Cel.tif,,0,0 days 00:36:30
2021-10-30 15:16:35,20211030143500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20211030_20211109_02_T2_151635_Cel.tif,,0,0 days 00:41:35
2021-12-01 15:16:31,20211201143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.2999394520867227,315389,LC08_L1GT_005112_20211201_20211209_02_T2_151631_Cel.tif,-2.405490702515846,315389,0 days 00:41:30
2022-01-02 15:16:24,20220102143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.6716536451671006,94292,LC08_L1GT_005112_20220102_20220113_02_T2_151624_Cel.tif,-1.3914878812993423,94292,0 days 00:41:23
2022-02-03 15:16:17,20220203143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8373723726950495,5599,LC08_L1GT_005112_20220203_20220212_02_T2_151617_Cel.tif,-2.8870949996770374,5599,0 days 00:41:16
2022-02-19 15:16:11,20220219143500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.3424518847296054,82164,LC08_L1GT_005112_20220219_20220302_02_T2_151611_Cel.tif,-2.7149262645567003,82164,0 days 00:41:11
2022-03-07 15:16:09,20220307143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.5087142944335938,55,LC08_L1GT_005112_20220307_20220315_02_T2_151609_Cel.tif,-3.119232309271119,55,0 days 00:41:08
2022-12-04 15:16:43,20221204144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7009148124802744,12460,LC08_L1GT_005112_20221204_20221212_02_T2_151643_Cel.tif,-2.17318846031257,12460,0 days 00:36:42
2022-12-20 15:16:34,20221220154501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.2661812965454187,166846,LC08_L1GT_005112_20221220_20221227_02_T2_151634_Cel.tif,-2.746510321967445,166846,0 days 00:28:27
2023-01-21 15:16:29,20230121145001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.6831057460110449,566425,LC08_L1GT_005112_20230121_20230207_02_T2_151629_Cel.tif,-1.9365329624736123,566425,0 days 00:26:28
2023-02-06 15:16:31,20230206142001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.041816548151749,449759,LC08_L1GT_005112_20230206_20230217_02_T2_151631_Cel.tif,-2.2657648509891137,449759,0 days 00:56:30
2023-03-26 15:15:59,20230326160501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20230326_20230404_02_T2_151559_Cel.tif,,0,0 days 00:49:02
2021-10-21 15:22:46,20211021144500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20211021_20211103_02_T2_152246_Cel.tif,,0,0 days 00:37:46
2021-12-08 15:22:42,20211208162000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20211208_20211215_02_T2_152242_Cel.tif,,0,0 days 00:57:18
2021-12-24 15:22:38,20211224144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.7886396109754349,495262,LC08_L1GT_006112_20211224_20211230_02_T2_152238_Cel.tif,-1.8941224313638023,495262,0 days 00:42:37
2022-02-26 15:22:21,20220226144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20220226_20220309_02_T2_152221_Cel.tif,,0,0 days 00:42:20
2022-03-30 15:22:04,20220330144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20220330_20220405_02_T2_152204_Cel.tif,,0,0 days 00:42:03
2022-11-25 15:22:53,20221125150000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20221125_20221205_02_T2_152253_Cel.tif,,0,0 days 00:22:53
2023-01-12 15:22:41,20230112151000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.2922108846345712,96211,LC08_L1GT_006112_20230112_20230125_02_T2_152241_Cel.tif,-2.6598788245152902,96211,0 days 00:12:41
2023-01-28 15:22:43,20230128162001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.35908757398967306,585947,LC08_L1GT_006112_20230128_20230227_02_T2_152243_Cel.tif,-1.6632303296274376,585947,0 days 00:57:18
2023-02-13 15:22:37,20230213155001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9454166254337059,134869,LC08_L1GT_006112_20230213_20230218_02_T2_152237_Cel.tif,-2.390139780991826,134869,0 days 00:27:24
2023-03-01 15:22:23,20230301152001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.6996620399586855,154422,LC08_L1GT_006112_20230301_20230315_02_T2_152223_Cel.tif,-3.132057134621151,154422,0 days 00:02:22
2023-03-17 15:22:16,20230317145000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_006112_20230317_20230324_02_T2_152216_Cel.tif,,0,0 days 00:32:16
2023-04-02 15:22:05,20230402155501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20230402_20230412_02_T2_152205_Cel.tif,,0,0 days 00:32:56
2022-11-29 06:51:45,20221129072001-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-1.6873169445833844,7107,LC08_L1GT_155132_20221129_20221206_02_T2_065145_Cel.tif,-3.0552579766183507,7107,0 days 00:28:16
2022-12-31 06:51:37,20221231070500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_155132_20221231_20230111_02_T2_065137_Cel.tif,,0,0 days 00:13:23
2021-12-19 06:57:42,20211219064501-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_156132_20211219_20211223_02_T2_065742_Cel.tif,,0,0 days 00:12:41
2022-01-04 06:57:37,20220104064500-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-1.286771802523849,1632,LC08_L1GT_156132_20220104_20220114_02_T2_065737_Cel.tif,-1.6142461086278985,1632,0 days 00:12:37
2022-12-06 06:57:56,20221206072000-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_156132_20221206_20230113_02_T2_065756_Cel.tif,,0,0 days 00:22:04
2022-12-22 06:57:45,20221222071501-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_156132_20221222_20230113_02_T2_065745_Cel.tif,,0,0 days 00:17:16
2023-01-07 06:57:47,20230107071001-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-0.07079078536939477,578211,LC08_L1GT_156132_20230107_20230110_02_T2_065747_Cel.tif,-1.2126157026166977,578211,0 days 00:12:14
2021-12-26 07:03:50,20211226065001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-0.432482547669188,32433,LC08_L1GT_157132_20211226_20211229_02_T2_070350_Cel.tif,-1.310834540307777,32433,0 days 00:13:49
2022-01-11 07:03:47,20220111065001-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-1.81601686488683,131519,LC08_L1GT_157132_20220111_20220122_02_T2_070347_Cel.tif,-3.340008968882199,131519,0 days 00:13:46
2022-12-13 07:04:04,20221213072501-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,,0,LC08_L1GT_157132_20221213_20221219_02_T2_070404_Cel.tif,,0,0 days 00:20:57
2022-12-29 07:03:58,20221229072000-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,,0,LC08_L1GT_157132_20221229_20230104_02_T2_070358_Cel.tif,,0,0 days 00:16:02
2022-01-02 07:09:59,20220102065501-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,,0,LC08_L1GT_158132_20220102_20220105_02_T2_070959_Cel.tif,,0,0 days 00:14:58
2022-12-04 07:10:18,20221204073501-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-1.0130615964483318,593824,LC08_L1GT_158132_20221204_20230113_02_T2_071018_Cel.tif,-2.094215257086193,593824,0 days 00:24:43
2022-12-20 07:10:09,20221220073000-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-1.3979403734551372,360170,LC08_L1GT_158132_20221220_20221227_02_T2_071009_Cel.tif,-2.422082675928772,360170,0 days 00:19:51
2022-11-25 07:16:04,20221125065500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_159131_20221125_20221205_02_T2_071604_Cel.tif,,0,0 days 00:21:04
2022-12-27 07:15:55,20221227073001-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-1.5255005229264498,64,LC08_L1GT_159131_20221227_20230113_02_T2_071555_Cel.tif,-4.250552911626111,64,0 days 00:14:06
2023-01-12 07:15:52,20230112070500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.4072207649222512,38965,LC08_L1GT_159131_20230112_20230125_02_T2_071552_Cel.tif,-2.7410882638970295,38965,0 days 00:10:52
2021-12-31 07:21:56,20211231071001-JPL-L2P_GHRSST-SSTskin-MODIS_A-N-v02.0-fv01.0,-1.4812764283120063,2615,LC08_L1GT_160131_20211231_20220105_02_T2_072156_Cel.tif,-1.3845421773021431,2615,0 days 00:11:55
2022-12-02 07:22:15,20221202074501-JPL-L2P_GHRSST-SSTskin-MODIS_A-D-v02.0-fv01.0,-1.4053937859740238,721,LC08_L1GT_160131_20221202_20221212_02_T2_072215_Cel.tif,-2.0789018618952033,721,0 days 00:22:46
