DateTime,MODIS_filename,MODIS_SST,MODIS_pix,L8_filename,L8_SST,L8_pix,time_dif
2021-10-18 14:51:52,20211018141501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_001112_20211018_20211026_02_T2_145152_Cel.tif,,0,0 days 00:36:51
2022-01-22 14:51:37,20220122141001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_001112_20220122_20220128_02_T2_145137_Cel.tif,,0,0 days 00:41:36
2022-12-24 14:51:49,20221224151500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_001112_20221224_20230103_02_T2_145149_Cel.tif,,0,0 days 00:23:11
2021-09-23 14:57:55,20210923142000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_002112_20210923_20210930_02_T2_145755_Cel.tif,,0,0 days 00:37:55
2021-11-10 14:58:00,20211110142001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8294008987290518,2100,LC08_L1GT_002112_20211110_20211117_02_T2_145800_Cel.tif,-2.8565354427517744,2100,0 days 00:37:59
2021-12-28 14:57:53,20211228155500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.08323487858519737,80925,LC08_L1GT_002112_20211228_20220105_02_T2_145753_Cel.tif,-0.5043039167799097,80925,0 days 00:57:07
2022-02-14 14:57:41,20220214141500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.013649506433292,174344,LC08_L1GT_002112_20220214_20220222_02_T2_145741_Cel.tif,-2.252401015585719,174344,0 days 00:42:41
2022-11-29 14:58:11,20221129143000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.58418975329447,122466,LC08_L1GT_002112_20221129_20221206_02_T2_145811_Cel.tif,-2.576834906580622,122466,0 days 00:28:11
2023-02-01 14:58:00,20230201141001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.6630681996674385,309334,LC08_L1GT_002112_20230201_20230209_02_T2_145800_Cel.tif,-0.19804268069309292,309334,0 days 00:47:59
2023-02-17 14:57:50,20230217152001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.1995531273790128,180094,LC08_L1GT_002112_20230217_20230223_02_T2_145750_Cel.tif,-2.574758381934419,180094,0 days 00:22:11
2023-04-06 14:57:17,20230406152501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_002112_20230406_20230412_02_T2_145717_Cel.tif,,0,0 days 00:27:44
2021-09-14 15:04:05,20210914142500-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_003112_20210914_20210924_02_T2_150405_Cel.tif,,0,0 days 00:39:05
2021-09-30 15:04:09,20210930142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_003112_20210930_20211013_02_T2_150409_Cel.tif,,0,0 days 00:39:08
2021-10-16 15:04:13,20211016142500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003112_20211016_20211026_02_T2_150413_Cel.tif,,0,0 days 00:39:13
2021-11-17 15:04:07,20211117142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.8811857899574385,365,LC08_L1GT_003112_20211117_20211125_02_T2_150407_Cel.tif,-3.1687656270213784,365,0 days 00:39:06
2021-12-03 15:04:09,20211203142500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7099847625056743,44381,LC08_L1GT_003112_20211203_20211209_02_T2_150409_Cel.tif,-3.368200429296735,44381,0 days 00:39:09
2021-12-19 15:04:07,20211219142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.392789697822758,14794,LC08_L1GT_003112_20211219_20211223_02_T2_150407_Cel.tif,-2.3320158425104665,14794,0 days 00:39:06
2022-01-04 15:04:02,20220104142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.168432277008142,179,LC08_L1GT_003112_20220104_20220113_02_T2_150402_Cel.tif,-3.624832173966524,179,0 days 00:39:01
2022-01-20 15:03:59,20220120142500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.7889292573492992,3501,LC08_L1GT_003112_20220120_20220127_02_T2_150359_Cel.tif,-2.487077374030497,3501,0 days 00:38:59
2022-03-25 15:03:36,20220325142001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_003112_20220325_20220329_02_T2_150336_Cel.tif,,0,0 days 00:43:35
2022-12-06 15:04:21,20221206142000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.6557625329438683,2564,LC08_L1GT_003112_20221206_20221212_02_T2_150421_Cel.tif,-2.8930881042278296,2564,0 days 00:44:21
2023-01-07 15:04:12,20230107150001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.18217856549374895,310092,LC08_L1GT_003112_20230107_20230111_02_T2_150412_Cel.tif,-0.5490482664174178,310092,0 days 00:04:11
2023-01-23 15:04:09,20230123161000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.5004175474147182,237516,LC08_L1GT_003112_20230123_20230207_02_T2_150409_Cel.tif,-0.3405901593721857,237516,0 days 01:05:51
2023-03-12 15:03:46,20230312144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_003112_20230312_20230321_02_T2_150346_Cel.tif,,0,0 days 00:23:45
2021-12-26 15:10:15,20211226143001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_004112_20211226_20220105_02_T2_151015_Cel.tif,,0,0 days 00:40:14
2022-01-11 15:10:12,20220111143000-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.680846228310556,8250,LC08_L1GT_004112_20220111_20220122_02_T2_151012_Cel.tif,-5.868454555770236,8250,0 days 00:40:12
2022-11-11 15:10:34,20221111151001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_004112_20221111_20221121_02_T2_151034_Cel.tif,,0,0 days 00:00:33
2023-01-14 15:10:18,20230114145501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_004112_20230114_20230130_02_T2_151018_Cel.tif,,0,0 days 00:15:17
2023-01-30 15:10:21,20230130142501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.5979357978939558,299680,LC08_L1GT_004112_20230130_20230208_02_T2_151021_Cel.tif,-0.3182309906536349,299680,0 days 00:45:20
2023-03-19 15:09:53,20230319143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_004112_20230319_20230324_02_T2_150953_Cel.tif,,0,0 days 00:34:52
2023-04-04 15:09:41,20230404154000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_004112_20230404_20230412_02_T2_150941_Cel.tif,,0,0 days 00:30:19
2021-10-30 15:16:35,20211030143500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20211030_20211109_02_T2_151635_Cel.tif,,0,0 days 00:41:35
2021-12-01 15:16:31,20211201143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.127219156692461,310196,LC08_L1GT_005112_20211201_20211209_02_T2_151631_Cel.tif,-2.497779806292873,310196,0 days 00:41:30
2022-01-02 15:16:24,20220102143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.9649128358584287,6232,LC08_L1GT_005112_20220102_20220113_02_T2_151624_Cel.tif,-1.0578642690971973,6232,0 days 00:41:23
2022-02-03 15:16:17,20220203143501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.7720277338771927,309981,LC08_L1GT_005112_20220203_20220212_02_T2_151617_Cel.tif,-2.1789328015033362,309981,0 days 00:41:16
2022-11-02 15:16:48,20221102153501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20221102_20221114_02_T2_151648_Cel.tif,,0,0 days 00:18:13
2022-12-04 15:16:43,20221204144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.8317470179591204,248443,LC08_L1GT_005112_20221204_20221212_02_T2_151643_Cel.tif,-2.505264644598084,248443,0 days 00:36:42
2023-01-21 15:16:29,20230121145001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.3767465989181436,230693,LC08_L1GT_005112_20230121_20230207_02_T2_151629_Cel.tif,-0.7853928812054229,230693,0 days 00:26:28
2023-02-06 15:16:31,20230206155501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,0.3227007709478022,271952,LC08_L1GT_005112_20230206_20230217_02_T2_151631_Cel.tif,-1.1494422231750379,271952,0 days 00:38:30
2023-03-10 15:16:08,20230310145501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20230310_20230320_02_T2_151608_Cel.tif,,0,0 days 00:21:07
2023-03-26 15:15:59,20230326160501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_005112_20230326_20230404_02_T2_151559_Cel.tif,,0,0 days 00:49:02
2021-12-24 15:22:38,20211224144001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.3831961128108249,47087,LC08_L1GT_006112_20211224_20211230_02_T2_152238_Cel.tif,-1.3952140158840014,47087,0 days 00:42:37
2022-03-14 15:22:16,20220314144000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,,0,LC08_L1GT_006112_20220314_20220321_02_T2_152216_Cel.tif,,0,0 days 00:42:16
